CustomerID,recency,purchase_cnt,user_total,user_average,item_cnt,average_interval,total_transactions,cancel_frequency,cancel_rate
14164,70,2,1632,816,1033,0.36,2,0,0
16398,144,4,1631,408,745,1.26,4,2,0.5
14759,4,3,1626,542,569,2.25,3,0,0
17873,80,6,1625,271,986,6.79,6,1,0.17
16515,52,5,1624,325,826,2.34,5,0,0
12423,0,9,1624,180,1312,2.97,9,1,0.11
13627,59,7,1624,232,1266,3.17,7,2,0.29
17101,10,4,1622,406,815,4.05,4,0,0
14937,56,4,1618,405,483,2.15,4,1,0.25
16987,3,7,1617,231,401,1.57,7,0,0
12383,184,6,1617,270,1515,1.76,6,1,0.17
13184,14,12,1615,135,1631,1.51,12,2,0.17
14336,16,4,1615,404,1759,2.89,4,0,0
18161,10,6,1613,269,810,3.82,6,1,0.17
14312,46,6,1612,269,1012,3.35,6,0,0
15122,85,6,1612,269,788,2.44,6,3,0.5
12645,33,5,1611,322,1064,4.07,5,1,0.2
14918,115,2,1610,805,675,0.86,2,0,0
13425,108,3,1609,536,1122,2.45,3,0,0
15172,8,5,1609,322,1610,2.09,5,0,0
12868,185,6,1607,268,928,1.75,6,0,0
15791,43,3,1604,535,730,2.12,3,1,0.33
16992,10,6,1602,267,857,3.15,6,1,0.17
12457,58,11,1598,145,686,2.81,11,5,0.45
16466,33,7,1596,228,785,1.77,7,0,0
14970,68,4,1592,398,250,7.48,4,0,0
14573,179,13,1590,122,528,0.81,13,4,0.31
17673,1,7,1588,227,1460,1.45,7,1,0.14
13850,88,2,1587,794,941,0.44,2,1,0.5
13614,24,4,1585,396,564,1.57,4,0,0
12393,72,4,1583,396,816,4.11,4,0,0
14178,8,7,1580,226,1492,0.54,7,0,0
16889,194,3,1579,526,925,1.05,3,0,0
14587,18,10,1577,158,747,0.83,10,1,0.1
18178,113,6,1573,262,979,2.53,6,2,0.33
16332,28,8,1573,197,789,1.8,8,1,0.13
14719,1,6,1572,262,1024,1.04,6,1,0.17
15111,29,3,1567,522,710,4.12,3,0,0
13814,56,3,1562,521,862,1.4,3,1,0.33
18239,218,5,1562,312,795,1.74,5,0,0
16496,8,4,1562,391,1091,3.2,4,1,0.25
16676,33,5,1559,312,631,3.32,5,1,0.2
13313,22,5,1555,311,851,4.1,5,0,0
14038,78,4,1554,389,963,1.38,4,1,0.25
15660,25,12,1552,129,1037,3.61,12,3,0.25
17085,123,6,1551,259,783,1.27,6,1,0.17
15117,14,6,1550,258,1947,2.51,6,1,0.17
15365,25,8,1549,194,759,1.93,8,1,0.13
12865,26,3,1548,516,877,3.49,3,1,0.33
12377,315,2,1548,774,942,0.52,2,0,0
13634,33,5,1547,309,700,1.58,5,0,0
15611,9,13,1547,119,496,7.62,13,2,0.15
14442,1,5,1545,309,475,4.67,5,3,0.6
14441,0,10,1545,155,430,6.19,10,6,0.6
16369,18,3,1543,514,1026,1.56,3,0,0
13659,197,3,1541,514,867,1.16,3,1,0.33
16365,17,9,1540,171,504,6.9,9,0,0
13186,39,5,1540,308,804,1.05,5,2,0.4
13397,72,6,1539,257,429,6.95,6,1,0.17
13849,51,2,1538,769,1016,1.19,2,0,0
12877,3,12,1536,128,1178,2.27,12,0,0
17159,21,4,1535,384,1110,1.48,4,1,0.25
14321,10,5,1531,306,2406,2.63,5,0,0
16283,5,7,1530,219,1220,1.2,7,2,0.29
15701,2,4,1529,382,912,0.47,4,0,0
12371,59,1,1528,1528,582,0,1,0,0
13107,44,5,1524,305,1288,4.88,5,1,0.2
15620,50,6,1524,254,899,2.97,6,3,0.5
14567,35,3,1524,508,410,2.85,3,1,0.33
16244,211,2,1523,762,855,1.78,2,0,0
15906,19,8,1522,190,538,1.55,8,1,0.13
16066,16,5,1521,304,935,1.06,5,0,0
17997,74,12,1520,127,2075,0.48,12,4,0.33
16790,3,8,1520,190,892,0.34,8,2,0.25
13213,56,6,1518,253,1357,1.54,6,1,0.17
15392,4,5,1516,303,1265,4.21,5,1,0.2
13764,70,3,1516,505,923,1.3,3,0,0
16748,17,5,1516,303,880,4.63,5,0,0
16053,32,2,1512,756,1793,1.07,2,0,0
16434,29,7,1512,216,760,2.51,7,0,0
16910,4,8,1509,189,884,0.15,8,0,0
12635,89,2,1509,755,1162,0.66,2,0,0
12407,49,5,1507,301,1403,2.99,5,0,0
15265,151,2,1506,753,612,1.04,2,0,0
15625,100,8,1505,188,1166,1.97,8,4,0.5
17152,194,4,1504,376,477,4.53,4,1,0.25
12937,15,4,1504,376,1007,2.11,4,0,0
17837,42,10,1502,150,505,0.72,10,2,0.2
15530,21,4,1497,374,938,2.11,4,0,0
16880,30,7,1491,213,746,0.9,7,0,0
15532,25,6,1491,249,500,1.29,6,2,0.33
16279,21,4,1490,373,1044,2.91,4,1,0.25
15057,275,2,1489,745,668,1.67,2,0,0
17553,129,1,1488,1488,1048,0,1,0,0
17002,73,4,1488,372,678,4.41,4,1,0.25
14414,91,8,1485,186,2509,2.72,8,1,0.13
14758,144,4,1484,371,419,1.61,4,0,0
16395,60,5,1482,296,1472,1.31,5,0,0
18016,32,5,1478,296,1027,2.72,5,0,0
14878,12,9,1476,164,799,2.82,9,0,0
13320,70,6,1475,246,1056,1.31,6,2,0.33
14246,110,3,1474,491,804,1.82,3,0,0
13692,24,4,1473,368,1225,3.98,4,1,0.25
14963,9,5,1472,294,1159,0.9,5,0,0
12826,2,8,1468,184,1054,3.85,8,1,0.13
15916,16,10,1466,147,747,2.24,10,2,0.2
15473,14,10,1465,147,552,3.38,10,3,0.3
15983,22,4,1465,366,886,3.15,4,0,0
12882,9,2,1463,732,246,2,2,0,0
16755,114,5,1463,293,1052,1.18,5,2,0.4
12530,59,5,1462,292,891,4.37,5,1,0.2
14704,19,7,1462,209,1035,0.41,7,0,0
16359,7,12,1460,122,1154,4.67,12,3,0.25
14875,9,4,1458,365,555,5.25,4,2,0.5
12349,18,1,1458,1458,630,0,1,0,0
13309,7,5,1457,291,1544,2.83,5,0,0
13110,31,8,1453,182,384,1.91,8,1,0.13
14541,58,8,1453,182,641,2.47,8,0,0
16059,65,6,1453,242,641,1.69,6,0,0
17590,2,3,1452,484,820,0.19,3,0,0
14229,51,5,1451,290,590,6.69,5,2,0.4
14233,43,5,1448,290,671,7.77,5,1,0.2
16817,2,13,1447,111,762,3.83,13,4,0.31
13461,38,3,1445,482,1170,4.77,3,0,0
17073,17,4,1445,361,758,0.53,4,0,0
13477,37,8,1442,180,1018,3.14,8,2,0.25
16016,3,10,1440,144,600,1.6,10,2,0.2
12348,75,4,1437,359,2332,10.85,4,0,0
12398,45,1,1436,1436,1389,0,1,0,0
12381,4,4,1433,358,772,1.33,4,1,0.25
15987,12,7,1433,205,1533,2.79,7,0,0
14566,110,1,1432,1432,800,0,1,0,0
13475,191,4,1432,358,1012,1.25,4,0,0
13717,32,7,1432,205,1958,2.57,7,1,0.14
17175,44,5,1431,286,865,3.95,5,1,0.2
15427,33,3,1431,477,967,0.04,3,0,0
16103,7,6,1430,238,558,4.77,6,0,0
15858,15,5,1428,286,1163,1.87,5,0,0
12669,150,2,1428,714,1104,1.08,2,0,0
16996,30,9,1427,159,534,8.12,9,3,0.33
14403,130,5,1426,285,513,4.56,5,1,0.2
17571,50,4,1424,356,875,0.92,4,0,0
14740,191,4,1423,356,729,0.99,4,1,0.25
15128,60,7,1423,203,1327,1.44,7,3,0.43
17063,8,11,1422,129,763,3.43,11,4,0.36
16503,106,5,1421,284,567,2.96,5,1,0.2
17288,9,7,1418,203,1201,2.49,7,0,0
16012,35,3,1415,472,799,1.28,3,0,0
14901,11,10,1415,142,659,3.68,10,1,0.1
14035,28,5,1413,283,738,4.17,5,0,0
16348,32,7,1413,202,799,0.93,7,0,0
16394,50,9,1412,157,2317,2.38,9,4,0.44
15237,1,4,1412,353,1071,2.29,4,0,0
12759,52,3,1411,470,894,2.45,3,0,0
15444,9,2,1411,706,759,0.15,2,0,0
14404,33,7,1410,201,819,3.33,7,1,0.14
15106,17,7,1408,201,1144,2.47,7,2,0.29
12947,143,11,1407,128,1157,2.22,11,5,0.45
16173,15,7,1407,201,571,0.93,7,1,0.14
17083,109,3,1406,469,772,3.8,3,0,0
14649,4,4,1403,351,1004,1.12,4,0,0
14443,53,7,1401,200,931,3.25,7,3,0.43
15478,40,2,1400,700,575,0.37,2,0,0
18116,67,8,1400,175,819,0.8,8,0,0
14741,11,6,1400,233,841,6.19,6,0,0
14019,46,4,1399,350,1034,1.34,4,1,0.25
18202,199,3,1397,466,581,1.66,3,0,0
17354,50,1,1393,1393,1006,0,1,0,0
13414,133,3,1391,464,1574,7.04,3,0,0
12405,148,1,1390,1390,849,0,1,0,0
16539,2,4,1389,347,477,8.39,4,0,0
15134,14,8,1388,174,887,3.08,8,0,0
15426,19,7,1387,198,645,1.24,7,2,0.29
17311,78,2,1385,693,1005,4.41,2,0,0
16271,15,5,1384,277,1022,2.64,5,1,0.2
13572,205,1,1384,1384,534,0,1,0,0
16463,21,7,1384,198,1135,2.15,7,3,0.43
15051,23,3,1383,461,1010,0.89,3,0,0
12952,5,5,1383,277,652,0.9,5,1,0.2
13995,15,6,1383,231,867,2.66,6,1,0.17
14116,19,5,1383,277,707,1.41,5,0,0
15898,1,6,1380,230,565,4.35,6,1,0.17
17856,1,6,1379,230,825,18.53,6,2,0.33
14113,3,8,1378,172,635,8.95,8,4,0.5
15569,103,5,1376,275,666,7.57,5,0,0
13516,21,3,1374,458,984,5.17,3,0,0
14434,21,6,1373,229,368,4.36,6,0,0
15453,1,7,1372,196,837,0.65,7,0,0
13159,8,5,1371,274,1044,0.87,5,1,0.2
17676,4,6,1371,229,922,4.72,6,0,0
13308,22,4,1368,342,840,3.21,4,1,0.25
14897,7,4,1366,342,468,5.33,4,0,0
15095,103,5,1365,273,1077,2.06,5,1,0.2
18167,3,5,1362,272,360,2.46,5,2,0.4
16726,26,5,1359,272,945,1.88,5,0,0
17054,28,6,1354,226,802,2.59,6,1,0.17
14507,23,7,1353,193,582,2.6,7,1,0.14
17204,169,9,1353,150,589,2.77,9,5,0.56
15116,17,4,1353,338,648,4.25,4,0,0
14859,12,5,1352,270,669,3.28,5,1,0.2
16079,16,3,1352,451,864,1.15,3,0,0
16245,23,5,1352,270,1008,2.51,5,2,0.4
12770,210,1,1351,1351,743,0,1,0,0
12886,67,3,1351,450,761,1.78,3,1,0.33
12646,4,2,1347,674,897,1,2,0,0
16389,53,5,1347,269,1229,6.91,5,1,0.2
14154,239,2,1346,673,465,0,2,0,0
16669,23,2,1344,672,871,0.35,2,0,0
15596,100,9,1343,149,548,3.13,9,4,0.44
16317,119,3,1342,447,890,2.6,3,0,0
16045,119,4,1341,335,897,2.06,4,0,0
15398,16,3,1340,447,767,0.84,3,1,0.33
13743,2,8,1340,168,1775,6.15,8,1,0.13
15734,114,2,1339,670,346,3.4,2,0,0
17372,40,8,1337,167,747,1.28,8,0,0
15411,26,5,1336,267,527,1.58,5,1,0.2
17621,21,4,1336,334,510,12.77,4,1,0.25
15680,9,3,1334,445,952,4.61,3,0,0
17932,29,3,1332,444,789,2.03,3,0,0
16493,72,6,1330,222,1113,4.18,6,2,0.33
16295,9,4,1329,332,841,0.69,4,0,0
13232,12,7,1328,190,771,1.14,7,0,0
15059,40,11,1326,121,602,1.21,11,2,0.18
13396,21,4,1325,331,592,6.43,4,2,0.5
16110,45,3,1321,440,720,0.78,3,0,0
14591,15,4,1320,330,1228,1.13,4,0,0
14748,29,6,1319,220,1193,3.76,6,1,0.17
16083,100,2,1318,659,908,8.63,2,0,0
14921,30,2,1316,658,953,2.22,2,0,0
17368,23,9,1316,146,666,2.52,9,1,0.11
14973,107,3,1314,438,369,3.77,3,0,0
15146,164,3,1314,438,1459,1.34,3,1,0.33
18177,31,7,1314,188,704,3.04,7,1,0.14
16040,65,3,1314,438,684,3.16,3,0,0
17004,46,2,1312,656,771,1.1,2,0,0
15563,8,5,1311,262,1430,3.09,5,2,0.4
13501,242,2,1310,655,557,0.87,2,1,0.5
14477,19,5,1308,262,719,27.5,5,1,0.2
13328,316,1,1308,1308,680,0,1,0,0
12576,35,6,1307,218,964,3.03,6,1,0.17
17919,88,1,1304,1304,756,0,1,0,0
15813,207,2,1304,652,603,0.79,2,0,0
12620,14,3,1303,434,1179,2.1,3,0,0
13012,9,10,1302,130,668,2.7,10,2,0.2
16370,82,4,1302,326,640,0.65,4,0,0
12919,8,8,1301,163,668,3.12,8,2,0.25
16464,19,3,1299,433,952,0.53,3,0,0
17961,21,39,1296,33,560,1.34,39,0,0
12783,2,4,1296,324,611,0.94,4,0,0
17095,22,5,1296,259,614,4.15,5,2,0.4
16224,57,4,1295,324,1116,2.01,4,0,0
16929,3,7,1295,185,929,1.95,7,0,0
16120,59,5,1294,259,866,0,5,1,0.2
16744,11,7,1292,185,798,0.68,7,0,0
14856,36,3,1291,430,711,0.31,3,0,0
13168,36,5,1291,258,668,2.2,5,1,0.2
14071,3,9,1291,143,861,0.78,9,1,0.11
14297,17,5,1290,258,862,4.13,5,1,0.2
14047,8,7,1290,184,377,10.97,7,2,0.29
14738,39,9,1290,143,576,4.96,9,2,0.22
16571,3,5,1285,257,1176,2.64,5,2,0.4
17671,15,6,1284,214,659,5.78,6,2,0.33
15136,2,5,1282,256,775,1.35,5,1,0.2
15494,21,2,1281,641,1139,0.82,2,0,0
13538,43,7,1281,183,175,11.25,7,0,0
12854,78,5,1281,256,621,2.11,5,2,0.4
14267,150,7,1279,183,461,1.65,7,4,0.57
13878,54,1,1272,1272,463,0,1,0,0
14794,2,9,1272,141,669,4.05,9,2,0.22
16899,7,6,1271,212,520,2.87,6,0,0
13492,136,3,1270,423,408,1.57,3,0,0
15199,59,4,1269,317,396,20.58,4,0,0
13431,67,2,1269,635,672,0.47,2,0,0
17158,32,3,1267,422,778,4.95,3,0,0
14511,11,6,1267,211,772,1.73,6,1,0.17
13989,65,2,1266,633,1313,4.32,2,0,0
14916,70,5,1265,253,1132,3.22,5,1,0.2
12352,36,8,1265,158,463,3.11,8,1,0.13
16951,123,4,1263,316,1306,2.09,4,1,0.25
16688,1,4,1261,315,804,0.95,4,0,0
15497,17,3,1260,420,622,20.13,3,1,0.33
17388,77,4,1260,315,1068,14.86,4,0,0
14105,85,2,1260,630,798,2.04,2,1,0.5
16842,64,4,1260,315,692,3.76,4,1,0.25
15009,12,3,1259,420,639,0.07,3,0,0
14669,241,3,1259,420,770,0.55,3,0,0
17019,11,4,1258,315,820,1.56,4,0,0
14665,60,7,1258,180,500,2.14,7,2,0.29
17412,2,7,1258,180,738,5.63,7,0,0
13848,92,3,1255,418,3700,68.25,3,0,0
17037,78,2,1253,627,652,0.12,2,1,0.5
17262,52,5,1253,251,367,28.45,5,0,0
17802,82,4,1252,313,743,1.98,4,1,0.25
17350,8,5,1251,250,734,0.6,5,1,0.2
13151,203,2,1250,625,361,1.24,2,1,0.5
17481,3,5,1249,250,1060,1.07,5,1,0.2
13029,30,3,1248,416,134,35.67,3,0,0
14383,38,3,1248,416,817,2.16,3,0,0
16101,9,3,1246,415,738,0.74,3,2,0.67
12775,17,6,1246,208,846,4.77,6,1,0.17
16531,22,7,1245,178,915,4.41,7,0,0
12488,9,3,1245,415,526,1.23,3,0,0
17633,31,6,1242,207,630,4.58,6,2,0.33
13860,1,6,1240,207,589,1.08,6,1,0.17
17588,100,3,1240,413,676,5.95,3,0,0
14893,9,2,1238,619,799,0.03,2,0,0
18080,18,2,1232,616,642,223,2,0,0
13931,85,3,1231,410,721,3.34,3,1,0.33
15910,0,8,1229,154,1013,1.18,8,0,0
14913,35,4,1227,307,1743,3.74,4,0,0
17584,7,3,1227,409,446,3.4,3,1,0.33
15376,40,3,1222,407,615,1.57,3,0,0
15004,147,1,1220,1220,622,0,1,0,0
15227,36,5,1219,244,750,4.89,5,0,0
14698,1,5,1217,243,602,0.24,5,0,0
12985,0,3,1216,405,1413,0.35,3,1,0.33
13491,51,10,1216,122,903,3.71,10,0,0
17410,16,5,1215,243,616,3.13,5,0,0
13918,49,2,1213,607,1140,7,2,0,0
18263,23,4,1211,303,1467,3.72,4,1,0.25
15841,64,6,1209,202,926,5.53,6,2,0.33
18171,58,7,1209,173,477,4.96,7,2,0.29
14428,7,7,1209,173,420,2.24,7,2,0.29
12364,7,4,1208,302,1499,1.29,4,0,0
16762,19,3,1207,402,480,2,3,0,0
17774,96,5,1204,241,507,1.35,5,1,0.2
13055,64,4,1202,301,891,1.94,4,1,0.25
14684,25,5,1202,240,821,0.86,5,0,0
17320,100,3,1201,400,634,3.69,3,0,0
13158,94,4,1201,300,784,2.86,4,0,0
15605,36,5,1198,240,441,5.08,5,0,0
12997,22,7,1198,171,648,4.42,7,3,0.43
17720,26,4,1196,299,576,6.94,4,0,0
12372,71,3,1196,399,788,4.67,3,0,0
15145,4,4,1195,299,756,3.68,4,0,0
12967,3,4,1195,299,243,11.44,4,2,0.5
14898,23,8,1194,149,989,3.12,8,2,0.25
12611,52,1,1193,1193,846,0,1,0,0
13208,59,5,1193,239,767,1.71,5,0,0
16612,32,4,1188,297,506,4.28,4,0,0
12516,77,2,1186,593,868,4.43,2,0,0
17800,37,9,1186,132,731,2.9,9,0,0
15630,45,3,1180,393,799,2.63,3,1,0.33
17058,81,3,1180,393,592,2.57,3,0,0
16950,56,3,1179,393,644,7.54,3,0,0
13564,354,2,1174,587,635,0.16,2,0,0
15306,64,3,1174,391,810,1.46,3,0,0
12526,0,3,1173,391,624,1.39,3,0,0
16794,1,12,1173,98,918,0.63,12,2,0.17
16639,25,4,1169,292,503,4.12,4,1,0.25
14064,29,7,1169,167,1334,3.12,7,2,0.29
16653,16,3,1167,389,723,0.72,3,1,0.33
14745,112,6,1167,195,1020,2.46,6,1,0.17
12463,46,6,1166,194,751,2.33,6,2,0.33
14857,59,3,1166,389,455,1.47,3,1,0.33
14737,3,3,1165,388,345,21.81,3,0,0
16800,11,1,1163,1163,524,0,1,0,0
14447,18,5,1163,233,571,3.77,5,0,0
14261,50,2,1163,582,406,0.53,2,0,0
17653,29,5,1161,232,1400,1.85,5,1,0.2
16949,3,7,1161,166,790,5.17,7,1,0.14
15621,4,6,1159,193,463,0.94,6,2,0.33
12885,63,4,1158,290,654,0.85,4,1,0.25
12818,178,2,1158,579,914,5.93,2,1,0.5
17348,14,5,1157,231,1398,1.33,5,0,0
16184,64,7,1156,165,560,3.22,7,1,0.14
13813,39,5,1155,231,539,1.42,5,1,0.2
16062,9,4,1154,289,800,5.6,4,0,0
14487,26,7,1153,165,711,2.42,7,1,0.14
15108,141,4,1151,288,488,1.49,4,1,0.25
13499,17,7,1147,164,1358,5.66,7,2,0.29
17505,161,2,1146,573,556,0.86,2,0,0
16766,273,2,1146,573,536,0,2,0,0
13752,124,6,1145,191,873,1.64,6,0,0
15810,78,7,1145,164,737,1.95,7,3,0.43
12769,238,1,1144,1144,356,0,1,0,0
12412,74,3,1143,381,824,1.63,3,0,0
17770,198,5,1143,229,365,2.22,5,0,0
16270,353,1,1141,1141,688,0,1,0,0
13611,89,4,1141,285,750,3.68,4,1,0.25
13330,92,3,1141,380,751,4.29,3,0,0
12689,25,2,1140,570,622,1.46,2,0,0
16172,95,5,1140,228,787,2.12,5,0,0
13819,301,3,1140,380,1109,0.49,3,0,0
17135,16,7,1140,163,1224,6.94,7,0,0
15088,21,3,1140,380,457,0.76,3,1,0.33
17500,17,3,1138,379,17,3,3,0,0
13500,23,4,1137,284,585,1.48,4,1,0.25
17242,108,2,1135,568,611,1.85,2,0,0
16989,7,6,1133,189,1233,12.82,6,0,0
15500,8,4,1132,283,572,1.06,4,0,0
13882,2,6,1131,189,950,0.89,6,1,0.17
18125,29,5,1130,226,799,1.48,5,1,0.2
16042,22,7,1128,161,733,4.77,7,2,0.29
14824,10,4,1128,282,525,2.82,4,0,0
16692,256,2,1126,563,151,32,2,0,0
17470,44,5,1125,225,1675,4.17,5,0,0
16637,32,5,1125,225,891,2.69,5,1,0.2
13118,19,7,1125,161,389,3.3,7,2,0.29
14129,1,5,1124,225,592,5.06,5,0,0
18168,176,9,1124,125,583,1.41,9,3,0.33
13772,33,3,1123,374,540,1.19,3,0,0
13486,78,3,1122,374,669,1.12,3,0,0
14723,10,6,1121,187,671,1.4,6,0,0
17302,14,6,1120,187,573,3.6,6,1,0.17
17894,71,8,1119,140,402,1.53,8,0,0
16086,59,6,1119,187,510,7.82,6,1,0.17
12842,70,2,1119,560,547,7.21,2,0,0
13591,64,3,1117,372,485,3.53,3,0,0
17585,109,4,1117,279,1650,1.1,4,0,0
17788,73,2,1113,557,210,18.33,2,0,0
15069,179,1,1110,1110,520,0,1,0,0
15730,65,4,1108,277,683,1.93,4,1,0.25
17562,14,8,1107,138,813,2.48,8,1,0.13
15933,21,3,1107,369,885,0.88,3,0,0
16833,1,4,1107,277,440,7.22,4,0,0
16807,142,3,1107,369,777,1.97,3,0,0
13064,12,4,1106,277,514,4.67,4,0,0
15737,14,12,1106,92,583,2.91,12,4,0.33
12857,210,2,1106,553,343,2.02,2,0,0
13447,23,4,1104,276,577,0.2,4,1,0.25
15602,8,14,1102,79,999,7.08,14,5,0.36
15716,145,4,1101,275,738,1.91,4,0,0
17047,85,3,1101,367,533,1.86,3,0,0
16350,21,5,1100,220,542,5.8,5,1,0.2
15978,77,1,1099,1099,888,0,1,0,0
17966,37,5,1098,220,2571,3.31,5,0,0
13104,3,6,1098,183,504,18.37,6,0,0
14161,215,3,1098,366,450,1.48,3,0,0
14971,35,3,1098,366,639,0.05,3,0,0
14708,2,4,1097,274,615,13,4,1,0.25
16225,44,5,1096,219,493,1.73,5,0,0
13652,45,3,1095,365,578,5.19,3,0,0
13211,10,3,1095,365,834,6.48,3,0,0
15608,28,4,1094,274,714,1.54,4,0,0
13476,178,4,1093,273,414,1.7,4,2,0.5
12676,24,6,1091,182,664,7.47,6,0,0
17609,40,6,1090,182,690,1.23,6,1,0.17
15489,22,4,1090,273,593,3.44,4,1,0.25
18189,77,3,1084,361,564,2.78,3,1,0.33
13310,8,6,1084,181,575,4.13,6,3,0.5
13744,95,2,1081,541,1153,3.18,2,0,0
14561,75,3,1081,360,1014,1.59,3,0,0
13726,38,2,1080,540,1054,1.49,2,0,0
12394,63,2,1080,540,808,6.38,2,0,0
14352,157,4,1079,270,538,2.5,4,0,0
12354,232,1,1079,1079,530,0,1,0,0
16563,53,1,1078,1078,486,0,1,0,0
17828,8,8,1075,134,631,2.25,8,4,0.5
16049,40,3,1075,358,763,0.11,3,0,0
14744,16,9,1074,119,624,13.31,9,2,0.22
15712,9,5,1072,214,486,5.33,5,0,0
13467,10,2,1072,536,580,0.26,2,0,0
13635,67,1,1071,1071,677,0,1,0,0
13761,50,2,1071,536,642,1.87,2,0,0
15745,8,6,1071,179,412,3.52,6,2,0.33
14212,89,1,1070,1070,1152,0,1,0,0
13521,1,3,1070,357,715,0.02,3,0,0
16200,4,2,1069,535,516,0.93,2,0,0
15436,12,3,1068,356,574,0.76,3,0,0
14948,23,7,1067,152,661,3.06,7,1,0.14
17522,1,5,1066,213,1022,3.03,5,0,0
13610,12,9,1066,118,486,1.25,9,2,0.22
17277,227,2,1065,533,430,1.4,2,0,0
16214,170,3,1063,354,420,2.28,3,0,0
14411,310,1,1063,1063,196,0,1,0,0
14102,5,8,1060,133,746,0.6,8,3,0.38
15238,29,5,1057,211,689,3,5,2,0.4
13853,8,2,1057,529,304,2.09,2,1,0.5
17041,26,4,1056,264,923,4.83,4,1,0.25
15977,17,2,1055,528,1016,0.33,2,0,0
15027,30,6,1052,175,563,5.69,6,2,0.33
13715,281,8,1052,132,554,0.85,8,3,0.38
14419,10,6,1052,175,483,1.75,6,0,0
15763,31,3,1049,350,268,0.71,3,1,0.33
17287,26,7,1049,150,556,2.84,7,0,0
14078,101,6,1049,175,310,4.2,6,0,0
16728,46,4,1048,262,671,0.83,4,0,0
13791,43,3,1048,349,828,7.75,3,1,0.33
13282,18,6,1048,175,289,5.13,6,3,0.5
14488,51,2,1047,524,793,0.33,2,1,0.5
15407,33,4,1047,262,552,1.84,4,0,0
14293,3,4,1047,262,709,6.05,4,0,0
18130,8,4,1046,262,817,0.67,4,1,0.25
15464,338,1,1045,1045,348,0,1,0,0
15192,119,3,1044,348,918,4.9,3,0,0
17727,9,2,1043,522,639,0.08,2,1,0.5
16918,49,7,1043,149,708,2.06,7,1,0.14
13719,15,5,1042,208,609,3.68,5,0,0
12951,8,8,1042,130,500,4.97,8,2,0.25
15801,46,4,1042,261,562,0.91,4,1,0.25
16094,11,6,1042,174,633,4.91,6,2,0.33
13131,23,4,1039,260,443,3.62,4,1,0.25
16175,94,4,1038,260,533,2.53,4,0,0
16320,172,2,1038,519,732,0.73,2,0,0
14465,246,3,1038,346,398,0.46,3,0,0
17042,2,5,1037,207,990,2.52,5,0,0
16520,186,4,1037,259,557,1.14,4,1,0.25
15985,123,3,1037,346,836,3.05,3,1,0.33
16260,50,1,1035,1035,311,0,1,0,0
15171,324,2,1035,518,190,1,2,1,0.5
12399,119,4,1034,259,1173,2.63,4,0,0
18221,22,6,1033,172,789,2.91,6,1,0.17
13639,74,1,1033,1033,800,0,1,0,0
16416,26,4,1031,258,656,0.39,4,1,0.25
13235,212,1,1031,1031,441,0,1,0,0
12630,9,2,1031,516,542,0.56,2,0,0
13253,156,2,1030,515,1572,5.2,2,0,0
17033,86,3,1030,343,750,10.07,3,0,0
15333,208,1,1029,1029,344,0,1,0,0
16682,4,5,1028,206,1040,6.24,5,0,0
16980,255,2,1028,514,739,0.45,2,0,0
14904,2,2,1025,513,1985,0.34,2,0,0
14346,120,2,1022,511,605,2.98,2,0,0
15777,241,5,1022,204,375,5.62,5,1,0.2
15839,25,5,1021,204,670,1.89,5,2,0.4
13165,46,2,1021,511,1376,7.44,2,0,0
14584,169,5,1020,204,377,0.28,5,1,0.2
12828,2,6,1019,170,494,2.27,6,0,0
14276,88,5,1019,204,723,2.69,5,2,0.4
13956,5,5,1019,204,486,1.81,5,0,0
12514,267,1,1018,1018,440,0,1,0,0
15996,88,7,1017,145,378,2.18,7,1,0.14
13728,36,6,1016,169,458,4.35,6,0,0
18142,151,4,1015,254,1273,3.71,4,2,0.5
16533,19,5,1014,203,513,0.26,5,2,0.4
17197,29,1,1013,1013,191,0,1,0,0
12936,17,5,1013,203,539,0.97,5,1,0.2
14775,58,3,1012,337,1174,5.31,3,0,0
16229,87,2,1011,506,318,2.72,2,0,0
14817,200,2,1010,505,653,1.27,2,0,0
16174,126,3,1010,337,651,1.09,3,0,0
14224,110,4,1010,253,483,1.86,4,0,0
16160,64,4,1009,252,1153,0.95,4,2,0.5
12657,11,5,1008,202,646,1.29,5,1,0.2
13429,10,4,1007,252,1390,0.94,4,0,0
14631,50,3,1007,336,622,6.18,3,0,0
13455,24,4,1007,252,345,6.54,4,2,0.5
15329,35,5,1007,201,480,5.47,5,2,0.4
12507,134,4,1006,252,874,8.63,4,1,0.25
14446,0,4,1006,252,856,0.89,4,0,0
13867,31,3,1005,335,501,3.15,3,0,0
12710,96,4,1005,251,842,1.37,4,1,0.25
14083,4,9,1003,111,705,2.07,9,0,0
15706,59,7,1002,143,305,0.93,7,3,0.43
12546,46,3,1002,334,612,0.46,3,1,0.33
12446,57,1,1002,1002,351,0,1,0,0
18143,116,2,1000,500,570,0.42,2,0,0
15508,189,6,1000,167,440,0.48,6,0,0
14214,30,7,1000,143,748,3.52,7,2,0.29
16572,127,4,1000,250,530,2.6,4,1,0.25
14389,8,5,1000,200,702,5.05,5,3,0.6
15434,8,6,997,166,638,3.28,6,1,0.17
13032,38,3,997,332,367,0.64,3,1,0.33
17646,219,4,996,249,320,2.74,4,1,0.25
17724,57,4,996,249,289,1.82,4,1,0.25
12640,23,3,995,332,301,1.16,3,0,0
